source,target,source_models,target_models,edge_width
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_4,Raoultella_planticola_ATCC_33531_0,Clostridium_glycolicum_ATCC_14880,Raoultella_planticola_ATCC_33531,0.0693569442974306
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_4,Parabacteroides_distasonis_ATCC_8503_0,Clostridium_glycolicum_ATCC_14880,Parabacteroides_distasonis_ATCC_8503,0.161740252016705
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_4,Lancefieldella_parvulum_DSM_20469_0,Clostridium_glycolicum_ATCC_14880,Atopobium_parvulum_DSM_20469,0.0592348622383655
Tyzzerella_nexilis_DSM_1787_0,Clostridium_perfringens_ATCC_13124_7,Clostridium_nexile_DSM_1787,Clostridium_perfringens_ATCC_13124,0.0652462697528217
Tyzzerella_nexilis_DSM_1787_0,Kandleria_vitulina_DSM_20405_1,Clostridium_nexile_DSM_1787,Kandleria_vitulina_DSM_20405,0.004702223246453
Tyzzerella_nexilis_DSM_1787_0,_lactaris_ATCC_29176_19,Clostridium_nexile_DSM_1787,Ruminococcus_lactaris_ATCC_29176,0.0254348404124362
Tyzzerella_nexilis_DSM_1787_0,_methoxybenzovorans_SR3_43,Clostridium_nexile_DSM_1787,Clostridium_methoxybenzovorans_SR3,0.0679220046968824
Tyzzerella_nexilis_DSM_1787_0,Unidentified_Christensenellaceae_R-7_group_13,Clostridium_nexile_DSM_1787,Unidentified_Christensenellaceae_R-7_group_13,0.0043008598843812
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,_eligens_ATCC_27750_8,Clostridium_cellobioparum_DSM_1351,Eubacterium_eligens_ATCC_27750,0.0119851141466124
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,Streptococcus_equinus_ATCC_9812_0,Clostridium_cellobioparum_DSM_1351,Streptococcus_equinus_ATCC_9812,0.0463619719682682
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_26,Clostridium_cellobioparum_DSM_1351,Clostridium_cellobioparum_DSM_1351,-0.0003976090506706
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,_gnavus_ATCC_29149_9,Clostridium_cellobioparum_DSM_1351,Ruminococcus_gnavus_ATCC_29149,0.0150189764152929
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,Enterococcus_cecorum_DSM_20682_ATCC_43198_0,Clostridium_cellobioparum_DSM_1351,Enterococcus_cecorum_DSM_20682,-0.0094921939803505
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_11,Ruminococcus_champanellensis_18P13_JCM_17042_10,Clostridium_cellobioparum_DSM_1351,Ruminococcus_champanellensis_18P13,-0.0278194827382569
_lactaris_ATCC_29176_7,_hylemonae_DSM_15053_3,Ruminococcus_lactaris_ATCC_29176,Clostridium_hylemonae_DSM_15053,0.0048588135705439
_lactaris_ATCC_29176_7,Anaerostipes_caccae_L192_1,Ruminococcus_lactaris_ATCC_29176,Anaerostipes_caccae_DSM_14662,0.070724796324887
_lactaris_ATCC_29176_7,Blautia_hansenii_DSM_20583_10,Ruminococcus_lactaris_ATCC_29176,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0523881141571916
_lactaris_ATCC_29176_7,Pediococcus_acidilactici_DSM_20284_0,Ruminococcus_lactaris_ATCC_29176,Pediococcus_acidilactici_DSM_20284,0.0058776219645768
_lactaris_ATCC_29176_7,Pseudoflavonifractor_capillosus_ATCC_29799_27,Ruminococcus_lactaris_ATCC_29176,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0204858849858407
_lactaris_ATCC_29176_7,_methoxybenzovorans_SR3_36,Ruminococcus_lactaris_ATCC_29176,Clostridium_methoxybenzovorans_SR3,0.0782106411540833
_lactaris_ATCC_29176_7,Holdemania_filiformis_2,Ruminococcus_lactaris_ATCC_29176,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,0.0215840683740439
Alistipes_finegoldii_DSM_17242_3,Lachnospira_multipara_ATCC_19207_5,Alistipes_finegoldii_DSM_17242,Lachnospira_multipara_ATCC_19207,0.0138902722933544
Alistipes_finegoldii_DSM_17242_3,Blautia_wexlerae_DSM_19850_3,Alistipes_finegoldii_DSM_17242,Blautia_wexlerae_DSM_19850,0.0823740170428283
Alistipes_finegoldii_DSM_17242_3,Alistipes_finegoldii_DSM_17242_4,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,0.156920572164449
Alistipes_finegoldii_DSM_17242_3,_gnavus_ATCC_29149_7,Alistipes_finegoldii_DSM_17242,Ruminococcus_gnavus_ATCC_29149,-0.0152555963732732
Alistipes_finegoldii_DSM_17242_3,Eubacterium_sulci_ATCC_35585_8,Alistipes_finegoldii_DSM_17242,Eubacterium_sulci_ATCC_35585,0.0001055376487834
Alistipes_finegoldii_DSM_17242_3,_methoxybenzovorans_SR3_30,Alistipes_finegoldii_DSM_17242,Clostridium_methoxybenzovorans_SR3,0.0306595432637856
Alistipes_finegoldii_DSM_17242_3,Unidentified_Christensenellaceae_R-7_group_9,Alistipes_finegoldii_DSM_17242,Unidentified_Christensenellaceae_R-7_group_9,0.002224775720493
Alistipes_finegoldii_DSM_17242_3,Ruminococcus_albus_7_DSM_20455_2,Alistipes_finegoldii_DSM_17242,Ruminococcus_albus_7,0.0032476831234072
Alistipes_finegoldii_DSM_17242_3,Anaerostipes_caccae_L192_2,Alistipes_finegoldii_DSM_17242,Anaerostipes_caccae_DSM_14662,-0.0281310824705883
Alistipes_finegoldii_DSM_17242_3,_methoxybenzovorans_SR3_42,Alistipes_finegoldii_DSM_17242,Clostridium_methoxybenzovorans_SR3,0.0096031270199178
Alistipes_finegoldii_DSM_17242_3,Acetivibrio_clariflavus_DSM_19732_5,Alistipes_finegoldii_DSM_17242,Clostridium_clariflavum_DSM_19732,0.0021486806067922
Alistipes_finegoldii_DSM_17242_3,_methylpentosum_35,Alistipes_finegoldii_DSM_17242,Clostridium_methylpentosum_R2_DSM_5476,0.0012512683953238
Alistipes_finegoldii_DSM_17242_3,_methylpentosum_42,Alistipes_finegoldii_DSM_17242,Clostridium_methylpentosum_R2_DSM_5476,0.0342189230114945
Pseudoflavonifractor_capillosus_ATCC_29799_8,Veillonella_parvula_DSM_2008_1,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Veillonella_parvula_Te3_DSM_2008,-0.0141965720753718
Pseudoflavonifractor_capillosus_ATCC_29799_8,Blautia_hansenii_DSM_20583_8,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Blautia_hansenii_VPI_C7_24_DSM_20583,-0.0029801224276625
Pseudoflavonifractor_capillosus_ATCC_29799_8,_methylpentosum_20,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_methylpentosum_R2_DSM_5476,0.0010331002542526
Pseudoflavonifractor_capillosus_ATCC_29799_8,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_25,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_cellobioparum_DSM_1351,0.0719573397481146
Pseudoflavonifractor_capillosus_ATCC_29799_8,_methylpentosum_27,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_methylpentosum_R2_DSM_5476,0.0142937466099433
Pseudoflavonifractor_capillosus_ATCC_29799_8,Blautia_wexlerae_DSM_19850_5,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Blautia_wexlerae_DSM_19850,-0.0212826638542919
Pseudoflavonifractor_capillosus_ATCC_29799_8,_methoxybenzovorans_SR3_39,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_methoxybenzovorans_SR3,0.0322173582025549
Pseudoflavonifractor_capillosus_ATCC_29799_8,Arcanobacterium_haemolyticum_DSM_20595_0,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Arcanobacterium_haemolyticum_DSM_20595,-0.0736022822640675
Pseudoflavonifractor_capillosus_ATCC_29799_8,Eubacterium_sulci_ATCC_35585_13,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Eubacterium_sulci_ATCC_35585,-0.0194091507240976
Streptococcus_constellatus_subsp._pharyngis_SK1060_CCUG_46377_0,Lactobacillus_gasseri_ATCC_33323_JCM_1131_0,Streptococcus_constellatus_subsp_pharyngis_SK1060,Lactobacillus_gasseri_ATCC_33323,0.121703193835803
Streptococcus_constellatus_subsp._pharyngis_SK1060_CCUG_46377_0,Schaalia_georgiae_DSM_6843_1,Streptococcus_constellatus_subsp_pharyngis_SK1060,Actinomyces_georgiae_DSM_6843,0.0225492492478822
Streptococcus_constellatus_subsp._pharyngis_SK1060_CCUG_46377_0,Corynebacterium_durum_F0235_0,Streptococcus_constellatus_subsp_pharyngis_SK1060,Corynebacterium_durum_F0235,0.0027796563189338
Streptococcus_constellatus_subsp._pharyngis_SK1060_CCUG_46377_0,Rothia_dentocariosa_ATCC_17931_0,Streptococcus_constellatus_subsp_pharyngis_SK1060,Rothia_dentocariosa_ATCC_17931,0.229054642889928
Unidentified_Rhodospirillales_0,Lachnospira_multipara_ATCC_19207_6,Unidentified_Rhodospirillales_0,Lachnospira_multipara_ATCC_19207,0.0057281867949209
Unidentified_Rhodospirillales_0,Roseburia_intestinalis_L182_1,Unidentified_Rhodospirillales_0,Roseburia_intestinalis_L1_82,-0.0038605505187477
Unidentified_Rhodospirillales_0,_rectale_ATCC_33656_5,Unidentified_Rhodospirillales_0,Eubacterium_rectale_ATCC_33656,0.0138148620273941
Unidentified_Rhodospirillales_0,Unidentified_Rhodospirillales_2,Unidentified_Rhodospirillales_0,Unidentified_Rhodospirillales_2,0.122135430264606
Unidentified_Rhodospirillales_0,Pseudoflavonifractor_capillosus_ATCC_29799_24,Unidentified_Rhodospirillales_0,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.109254382243764
Unidentified_Rhodospirillales_0,_lactaris_ATCC_29176_17,Unidentified_Rhodospirillales_0,Ruminococcus_lactaris_ATCC_29176,-0.0111971656149421
Unidentified_Rhodospirillales_0,Eubacterium_sulci_ATCC_35585_11,Unidentified_Rhodospirillales_0,Eubacterium_sulci_ATCC_35585,0.0259179848031044
Unidentified_Rhodospirillales_0,Peptacetobacter_hiranonis_0,Unidentified_Rhodospirillales_0,Clostridium_hiranonis_TO_931_DSM_13275,0.171281899933936
Lachnospira_multipara_ATCC_19207_5,Amedibacillus_dolichus_DSM_3991_2,Lachnospira_multipara_ATCC_19207,Eubacterium_dolichum_DSM_3991,0.105325326838995
Lachnospira_multipara_ATCC_19207_5,Eubacterium_sulci_ATCC_35585_5,Lachnospira_multipara_ATCC_19207,Eubacterium_sulci_ATCC_35585,-0.0172819269880136
Lachnospira_multipara_ATCC_19207_5,Pseudoflavonifractor_capillosus_ATCC_29799_31,Lachnospira_multipara_ATCC_19207,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0015154864577847
Lachnospira_multipara_ATCC_19207_5,_methylpentosum_33,Lachnospira_multipara_ATCC_19207,Clostridium_methylpentosum_R2_DSM_5476,0.0579110642970114
Lachnospira_multipara_ATCC_19207_5,_leptum_DSM_753_1,Lachnospira_multipara_ATCC_19207,Clostridium_leptum_DSM_753,0.0021614642006636
Lachnospira_multipara_ATCC_19207_5,_methylpentosum_42,Lachnospira_multipara_ATCC_19207,Clostridium_methylpentosum_R2_DSM_5476,0.0024207835060174
_methoxybenzovorans_SR3_10,Marvinbryantia_formatexigens_2,Clostridium_methoxybenzovorans_SR3,Marvinbryantia_formatexigens_I_52_DSM_14469,0.0055819818204314
_methoxybenzovorans_SR3_10,_eligens_ATCC_27750_8,Clostridium_methoxybenzovorans_SR3,Eubacterium_eligens_ATCC_27750,-0.0190620317332263
_methoxybenzovorans_SR3_10,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_21,Clostridium_methoxybenzovorans_SR3,Clostridium_cellobioparum_DSM_1351,-0.0440464399889652
_methoxybenzovorans_SR3_10,Geobacillus_vulcani_PSS1_0,Clostridium_methoxybenzovorans_SR3,Geobacillus_vulcani_PSS1,0.0082293523530443
_methoxybenzovorans_SR3_10,_gnavus_ATCC_29149_6,Clostridium_methoxybenzovorans_SR3,Ruminococcus_gnavus_ATCC_29149,-0.0003326465643142
_methoxybenzovorans_SR3_10,Unidentified_Christensenellaceae_R-7_group_4,Clostridium_methoxybenzovorans_SR3,Unidentified_Christensenellaceae_R-7_group_4,0.0228117792783532
_methoxybenzovorans_SR3_10,Eubacterium_sulci_ATCC_35585_5,Clostridium_methoxybenzovorans_SR3,Eubacterium_sulci_ATCC_35585,0.0679961793842906
_methoxybenzovorans_SR3_10,_methoxybenzovorans_SR3_21,Clostridium_methoxybenzovorans_SR3,Clostridium_methoxybenzovorans_SR3,0.199456551496446
_methoxybenzovorans_SR3_10,_eligens_ATCC_27750_10,Clostridium_methoxybenzovorans_SR3,Eubacterium_eligens_ATCC_27750,0.017719004916569
_methoxybenzovorans_SR3_10,Acetivibrio_clariflavus_DSM_19732_4,Clostridium_methoxybenzovorans_SR3,Clostridium_clariflavum_DSM_19732,-0.0074407983834027
_methoxybenzovorans_SR3_10,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_41,Clostridium_methoxybenzovorans_SR3,Clostridium_cellobioparum_DSM_1351,-0.0017176763464971
Pseudoflavonifractor_capillosus_ATCC_29799_9,_methoxybenzovorans_SR3_13,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_methoxybenzovorans_SR3,0.0039514042252967
Pseudoflavonifractor_capillosus_ATCC_29799_9,Ruminococcus_albus_7_DSM_20455_0,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Ruminococcus_albus_7,0.004389590659069
Pseudoflavonifractor_capillosus_ATCC_29799_9,Unidentified_Christensenellaceae_R-7_group_3,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Unidentified_Christensenellaceae_R-7_group_3,0.0385514016635197
Pseudoflavonifractor_capillosus_ATCC_29799_9,_methylpentosum_21,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_methylpentosum_R2_DSM_5476,-0.0021084086820772
Pseudoflavonifractor_capillosus_ATCC_29799_9,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_27,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_cellobioparum_DSM_1351,0.0309619125760392
Pseudoflavonifractor_capillosus_ATCC_29799_9,Pseudoflavonifractor_capillosus_ATCC_29799_21,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.155453670472667
Pseudoflavonifractor_capillosus_ATCC_29799_9,Blautia_wexlerae_DSM_19850_5,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Blautia_wexlerae_DSM_19850,0.0365032768093012
Pseudoflavonifractor_capillosus_ATCC_29799_9,Pseudoflavonifractor_capillosus_ATCC_29799_30,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.029372704507599
Pseudoflavonifractor_capillosus_ATCC_29799_9,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_37,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Clostridium_cellobioparum_DSM_1351,0.0262862009693875
Barnesiella_intestinihominis_YIT_11860_1,_methylpentosum_17,Barnesiella_intestinihominis_YIT_11860,Clostridium_methylpentosum_R2_DSM_5476,0.0465258678166579
Barnesiella_intestinihominis_YIT_11860_1,Tannerella_forsythia_0,Barnesiella_intestinihominis_YIT_11860,Tannerella_forsythia_ATCC_43037,0.0177165028461327
Barnesiella_intestinihominis_YIT_11860_1,Acetivibrio_clariflavus_DSM_19732_0,Barnesiella_intestinihominis_YIT_11860,Clostridium_clariflavum_DSM_19732,0.137176953720603
Barnesiella_intestinihominis_YIT_11860_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_41,Barnesiella_intestinihominis_YIT_11860,Clostridium_cellobioparum_DSM_1351,0.009895479430108
Gordonibacter_pamelaeae_2,_methylpentosum_16,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Clostridium_methylpentosum_R2_DSM_5476,0.0086969470658187
Gordonibacter_pamelaeae_2,_methoxybenzovorans_SR3_25,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Clostridium_methoxybenzovorans_SR3,0.0672409932319461
Gordonibacter_pamelaeae_2,Raoultella_planticola_ATCC_33531_0,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Raoultella_planticola_ATCC_33531,-0.0501976580031708
Gordonibacter_pamelaeae_2,_methoxybenzovorans_SR3_31,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Clostridium_methoxybenzovorans_SR3,-0.0769012764778816
Gordonibacter_pamelaeae_2,_gnavus_ATCC_29149_10,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Ruminococcus_gnavus_ATCC_29149,-0.0241238793310654
_methoxybenzovorans_SR3_11,_lactaris_ATCC_29176_8,Clostridium_methoxybenzovorans_SR3,Ruminococcus_lactaris_ATCC_29176,0.0173968710903805
_methoxybenzovorans_SR3_11,_lactaris_ATCC_29176_9,Clostridium_methoxybenzovorans_SR3,Ruminococcus_lactaris_ATCC_29176,0.0207522382685481
_methoxybenzovorans_SR3_11,_hylemonae_DSM_15053_3,Clostridium_methoxybenzovorans_SR3,Clostridium_hylemonae_DSM_15053,0.0571727605816042
_methoxybenzovorans_SR3_11,Anaerostipes_caccae_L192_1,Clostridium_methoxybenzovorans_SR3,Anaerostipes_caccae_DSM_14662,0.195283629860408
_methoxybenzovorans_SR3_11,_methylpentosum_26,Clostridium_methoxybenzovorans_SR3,Clostridium_methylpentosum_R2_DSM_5476,0.0166427761626035
_methoxybenzovorans_SR3_11,Amedibacillus_dolichus_DSM_3991_4,Clostridium_methoxybenzovorans_SR3,Eubacterium_dolichum_DSM_3991,0.0006712174096986
_methoxybenzovorans_SR3_11,_methylpentosum_32,Clostridium_methoxybenzovorans_SR3,Clostridium_methylpentosum_R2_DSM_5476,0.0984099795084205
_methoxybenzovorans_SR3_11,_lactaris_ATCC_29176_19,Clostridium_methoxybenzovorans_SR3,Ruminococcus_lactaris_ATCC_29176,0.0715466871453456
_methoxybenzovorans_SR3_11,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_39,Clostridium_methoxybenzovorans_SR3,Clostridium_cellobioparum_DSM_1351,0.0171402204518274
_methylpentosum_14,_methylpentosum_16,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_methylpentosum_R2_DSM_5476,0.0144383260001202
_methylpentosum_14,Ruminococcus_albus_7_DSM_20455_1,Clostridium_methylpentosum_R2_DSM_5476,Ruminococcus_albus_7,-0.0070233499462424
_methylpentosum_14,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_25,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_cellobioparum_DSM_1351,0.0197699246944537
_methylpentosum_14,Pseudoflavonifractor_capillosus_ATCC_29799_16,Clostridium_methylpentosum_R2_DSM_5476,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0400336348364697
_methylpentosum_14,Pseudoflavonifractor_capillosus_ATCC_29799_20,Clostridium_methylpentosum_R2_DSM_5476,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.103652876529427
_methylpentosum_14,_methylpentosum_30,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_methylpentosum_R2_DSM_5476,0.0181401711041884
_methylpentosum_14,_methylpentosum_31,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_methylpentosum_R2_DSM_5476,0.0416616676010694
_methylpentosum_14,Gordonibacter_pamelaeae_8,Clostridium_methylpentosum_R2_DSM_5476,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,0.0066756519863693
_methylpentosum_14,Acetivibrio_clariflavus_DSM_19732_4,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_clariflavum_DSM_19732,0.0089102482603195
Lachnospira_multipara_ATCC_19207_6,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_12,Lachnospira_multipara_ATCC_19207,Clostridium_cellobioparum_DSM_1351,-0.0356253019717078
Lachnospira_multipara_ATCC_19207_6,Unidentified_Christensenellaceae_R-7_group_3,Lachnospira_multipara_ATCC_19207,Unidentified_Christensenellaceae_R-7_group_3,0.0013615285224408
Lachnospira_multipara_ATCC_19207_6,_rectale_ATCC_33656_5,Lachnospira_multipara_ATCC_19207,Eubacterium_rectale_ATCC_33656,0.233955372814795
Lachnospira_multipara_ATCC_19207_6,Unidentified_Rhodospirillales_2,Lachnospira_multipara_ATCC_19207,Unidentified_Rhodospirillales_2,0.0138728212994493
Lachnospira_multipara_ATCC_19207_6,Kandleria_vitulina_DSM_20405_0,Lachnospira_multipara_ATCC_19207,Kandleria_vitulina_DSM_20405,0.0170188799869258
Lachnospira_multipara_ATCC_19207_6,Odoribacter_laneus_YIT_12061_2,Lachnospira_multipara_ATCC_19207,Odoribacter_laneus_YIT_12061,0.0075897240621973
Lachnospira_multipara_ATCC_19207_6,Acetivibrio_clariflavus_DSM_19732_1,Lachnospira_multipara_ATCC_19207,Clostridium_clariflavum_DSM_19732,0.0102192781667509
Blautia_hansenii_DSM_20583_7,_methoxybenzovorans_SR3_12,Blautia_hansenii_VPI_C7_24_DSM_20583,Clostridium_methoxybenzovorans_SR3,0.0193436163844734
Blautia_hansenii_DSM_20583_7,_methoxybenzovorans_SR3_15,Blautia_hansenii_VPI_C7_24_DSM_20583,Clostridium_methoxybenzovorans_SR3,0.0280955695226772
Blautia_hansenii_DSM_20583_7,Anaerostipes_caccae_L192_0,Blautia_hansenii_VPI_C7_24_DSM_20583,Anaerostipes_caccae_DSM_14662,-0.0051115665519347
Blautia_hansenii_DSM_20583_7,Pseudoflavonifractor_capillosus_ATCC_29799_11,Blautia_hansenii_VPI_C7_24_DSM_20583,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0018772198576937
Blautia_hansenii_DSM_20583_7,Ruminococcus_champanellensis_18P13_JCM_17042_7,Blautia_hansenii_VPI_C7_24_DSM_20583,Ruminococcus_champanellensis_18P13,0.150641866260613
Blautia_hansenii_DSM_20583_7,_symbiosum_ATCC_14940_0,Blautia_hansenii_VPI_C7_24_DSM_20583,Clostridium_symbiosum_ATCC_14940,-0.0262314711416715
Blautia_hansenii_DSM_20583_7,_methylpentosum_30,Blautia_hansenii_VPI_C7_24_DSM_20583,Clostridium_methylpentosum_R2_DSM_5476,-0.0149113240766918
Blautia_hansenii_DSM_20583_7,Anaerostipes_caccae_L192_3,Blautia_hansenii_VPI_C7_24_DSM_20583,Anaerostipes_caccae_DSM_14662,-0.0390745162185844
Blautia_hansenii_DSM_20583_7,_rectale_ATCC_33656_7,Blautia_hansenii_VPI_C7_24_DSM_20583,Eubacterium_rectale_ATCC_33656,-0.0414551899259733
Blautia_hansenii_DSM_20583_7,Holdemania_filiformis_3,Blautia_hansenii_VPI_C7_24_DSM_20583,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0295827767326418
_methoxybenzovorans_SR3_12,_methoxybenzovorans_SR3_16,Clostridium_methoxybenzovorans_SR3,Clostridium_methoxybenzovorans_SR3,0.10012478001375
_methoxybenzovorans_SR3_12,Unidentified_Christensenellaceae_R-7_group_4,Clostridium_methoxybenzovorans_SR3,Unidentified_Christensenellaceae_R-7_group_4,-0.0033230693085567
_methoxybenzovorans_SR3_12,_methylpentosum_25,Clostridium_methoxybenzovorans_SR3,Clostridium_methylpentosum_R2_DSM_5476,-0.0035395937412896
_methoxybenzovorans_SR3_12,Schaalia_georgiae_DSM_6843_1,Clostridium_methoxybenzovorans_SR3,Actinomyces_georgiae_DSM_6843,-0.0005769031583654
_methoxybenzovorans_SR3_12,Acetivibrio_clariflavus_DSM_19732_9,Clostridium_methoxybenzovorans_SR3,Clostridium_clariflavum_DSM_19732,-0.0930150428607469
Bifidobacterium_animalis_lactis_DSM_10140_1,_methylpentosum_16,Bifidobacterium_animalis_lactis_DSM_10140,Clostridium_methylpentosum_R2_DSM_5476,0.0043892153767834
Bifidobacterium_animalis_lactis_DSM_10140_1,_methylpentosum_20,Bifidobacterium_animalis_lactis_DSM_10140,Clostridium_methylpentosum_R2_DSM_5476,0.0071481015027549
Bifidobacterium_animalis_lactis_DSM_10140_1,Unidentified_Christensenellaceae_R-7_group_4,Bifidobacterium_animalis_lactis_DSM_10140,Unidentified_Christensenellaceae_R-7_group_4,-0.0227815660903562
Bifidobacterium_animalis_lactis_DSM_10140_1,Kandleria_vitulina_DSM_20405_0,Bifidobacterium_animalis_lactis_DSM_10140,Kandleria_vitulina_DSM_20405,0.0196727481946949
Bifidobacterium_animalis_lactis_DSM_10140_1,Odoribacter_laneus_YIT_12061_0,Bifidobacterium_animalis_lactis_DSM_10140,Odoribacter_laneus_YIT_12061,0.140516138573917
Bifidobacterium_animalis_lactis_DSM_10140_1,Pseudoflavonifractor_capillosus_ATCC_29799_19,Bifidobacterium_animalis_lactis_DSM_10140,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.143419410201129
Bifidobacterium_animalis_lactis_DSM_10140_1,Blautia_hansenii_DSM_20583_11,Bifidobacterium_animalis_lactis_DSM_10140,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0230683499461747
Bifidobacterium_animalis_lactis_DSM_10140_1,_methylpentosum_31,Bifidobacterium_animalis_lactis_DSM_10140,Clostridium_methylpentosum_R2_DSM_5476,0.0066046427603914
Bifidobacterium_animalis_lactis_DSM_10140_1,Clostridium_botulinum_A_str._ATCC_19397_0,Bifidobacterium_animalis_lactis_DSM_10140,Clostridium_botulinum_A_str_ATCC_19397,0.100916237047789
_hylemonae_DSM_15053_2,_hylemonae_DSM_15053_5,Clostridium_hylemonae_DSM_15053,Clostridium_hylemonae_DSM_15053,0.0805791701852688
_hylemonae_DSM_15053_2,_methoxybenzovorans_SR3_19,Clostridium_hylemonae_DSM_15053,Clostridium_methoxybenzovorans_SR3,0.0038960472874271
_hylemonae_DSM_15053_2,_methoxybenzovorans_SR3_25,Clostridium_hylemonae_DSM_15053,Clostridium_methoxybenzovorans_SR3,0.0014979382924961
_hylemonae_DSM_15053_2,Pseudoflavonifractor_capillosus_ATCC_29799_26,Clostridium_hylemonae_DSM_15053,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0082628866846098
_hylemonae_DSM_15053_2,Acetivibrio_clariflavus_DSM_19732_2,Clostridium_hylemonae_DSM_15053,Clostridium_clariflavum_DSM_19732,0.0057782681537126
_hylemonae_DSM_15053_2,Coprococcus_comes_ATCC_27758_2,Clostridium_hylemonae_DSM_15053,Coprococcus_comes_ATCC_27758,0.0317114377911581
_hylemonae_DSM_15053_2,Holdemania_filiformis_1,Clostridium_hylemonae_DSM_15053,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,0.120176518710079
_hylemonae_DSM_15053_2,Amedibacillus_dolichus_DSM_3991_6,Clostridium_hylemonae_DSM_15053,Eubacterium_dolichum_DSM_3991,0.105823368436327
_methylpentosum_15,_methylpentosum_16,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_methylpentosum_R2_DSM_5476,0.0245905752109969
_methylpentosum_15,_lactaris_ATCC_29176_10,Clostridium_methylpentosum_R2_DSM_5476,Ruminococcus_lactaris_ATCC_29176,-0.0083143344564792
_methylpentosum_15,Alistipes_indistinctus_YIT_12060_1,Clostridium_methylpentosum_R2_DSM_5476,Alistipes_indistinctus_YIT_12060,0.0936778230850774
_methylpentosum_15,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_19,Clostridium_methylpentosum_R2_DSM_5476,Clostridium_cellobioparum_DSM_1351,-0.0889595352944357
