AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,_eligens_ATCC_27750_8,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,295,0,370,0,0,0,0,0,0,0,0,0,0,50,0,0,0,597,0,0,0,0,0,0,279,0,0,0,0,0,153,0,112,71,263,40,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,243,0,0,0,0,0,57,0,0
Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,Blautia_obeum_ATCC_29174_7,98,130,0,0,0,0,0,45,0,0,0,0,0,34,0,19,185,0,0,0,16,20,81,37,67,148,116,0,0,0,0,0,0,43,18,62,0,0,0,0,0,0,0,0,31,30,0,0,21,0,0,0,9,0,0,0,0,35,0,0,0,0,73,0,0,0,0,0,0,0,0,65,0,17,0,190,47,0,79,17,0,132,108,53,0,0,49,225,47,149,0,79,0,0,414,92,0,185,42,63,342,0,137
Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,Ruminococcus_albus_7_DSM_20455_0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,39,31,0,0,0,323,0,0,0,334,337,0,99,0,0,0,0,393,0,130,0,0,0,0,0,0,0,0,51,0,0,0,18,48,0,198,0,0,0,0,0,61,0,0,50,0,47,0,0,0,0,0,0,0,0,84,0,0,0,0,214,0,403,16,0,64,122,22,136,0,0,7,0,367,0,30,0,0,0,15,141,8,0,0,0,19,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_9,0,0,45,0,0,0,0,0,0,0,1001,163,0,0,0,0,0,156,0,0,0,0,0,696,0,0,0,0,0,382,0,89,0,0,0,0,0,0,0,0,0,86,312,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,321,43,0,0,0,0,157,0,0,0,0,0,0,119,0,676,0,0,0,859,0,658,0,0,463,0,69,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_16,50,49,48,0,77,0,0,43,0,0,0,0,66,0,87,64,73,187,39,0,71,0,60,0,71,0,27,0,0,0,99,70,54,71,103,0,102,103,49,0,0,0,0,0,17,27,0,0,13,29,0,92,0,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,52,79,0,175,203,73,0,68,0,49,0,95,0,39,151,0,0,0,148,67,56,0,24,26,41,31,0,23,0,69,95,0,0,173,19
Anaerostipes_caccae_DSM_14662,Anaerostipes caccae L1-92,Anaerostipes_caccae_L192_0,9,0,0,255,0,0,0,0,0,215,0,112,0,0,0,12,0,11,37,0,0,56,0,0,0,55,35,66,11,0,0,38,6,13,0,0,0,0,0,0,0,0,0,0,46,0,0,0,39,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,148,0,12,0,0,0,7,0,0,26,0,0,68,0,8,0,0,6,69,557,16,25,69,9,41,16,84,0,644,10,622,0,0,28,0,0,0,31,93
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_14,12,31,0,0,26,0,0,0,0,0,0,0,0,68,0,0,13,23,75,0,0,158,43,0,0,121,52,200,72,0,0,0,0,0,0,51,0,15,18,0,0,0,0,0,23,0,0,0,20,41,0,18,0,0,0,0,0,88,0,0,42,0,45,0,142,0,0,0,59,0,24,33,0,15,0,8,0,0,0,38,0,322,55,81,158,0,0,56,0,555,0,345,0,0,0,16,17,26,216,0,0,45,116
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_15,31,140,0,46,33,0,0,34,0,0,0,85,0,38,0,62,74,19,0,0,33,138,24,0,37,212,74,121,47,0,0,0,0,50,14,0,0,0,48,0,0,0,0,0,0,0,0,0,36,101,0,34,0,36,0,0,0,38,0,0,19,0,0,0,0,0,0,0,63,0,0,49,0,0,0,36,34,0,0,69,0,65,99,17,27,122,0,109,0,468,0,88,116,101,64,76,0,88,182,0,0,0,81
Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae ATCC 43184,Parabacteroides_merdae_ATCC_43184_2,0,0,0,804,0,0,0,46,0,0,0,0,0,0,0,0,19,53,0,0,0,77,0,0,254,328,0,0,0,0,0,15,0,16,0,0,172,0,10,293,0,0,0,0,34,0,0,0,0,0,0,0,354,0,0,0,0,0,0,294,13,0,0,0,127,0,0,0,0,47,15,30,0,0,0,0,17,0,0,0,0,0,0,69,17,0,110,0,41,0,0,248,0,0,0,0,0,18,0,0,0,0,5
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_16,0,0,0,0,0,0,0,0,0,0,0,154,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,145,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,0,0,23,0,0,0,0,0,0,0,47,0,0,0,25,0,18,0,40,0,0,0,0,64,0,0,157,0,178,340,339,0,0,66,189,0,0,0,0,287,533,0,438,0,0,0,152,14,0,0,0,0,21
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_17,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,115,0,0,0,0,368,55,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,77,0,0,0,0,0,88,0,0,0,60,0,0,71,93,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_10,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,73,0,0,0,0,0,0,132,9,0,20,0,0,0,0,317,352,0,0,0,130,0,0,0,0,0,64,0,0,0,41,0,0,0,0,0,0,0,0,58,0,0,60,0,51,0,8,84,26,0,60,0,0,27,0,0,0,197,0,0,0,113,0,0,172,0,243,114,0,0,0,0,220,0,60,121,0,19,0,33,582,0,0,0,0
Alistipes_indistinctus_YIT_12060,Alistipes indistinctus YIT 12060,Alistipes_indistinctus_YIT_12060_1,0,12,0,0,74,0,0,21,0,0,0,302,12,19,0,8,10,0,42,124,0,3,43,11,0,28,0,41,0,0,147,4,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,0,0,0,0,0,0,0,19,0,0,0,10,4,0,0,0,30,0,0,0,0,0,0,87,0,10,0,0,85,12,0,70,28,9,15,186,17,493,20,136,32,941,0,25,0,43,0,88,0,0
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_4,0,12,0,0,0,0,0,0,0,0,0,0,21,118,0,0,0,248,1893,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,899,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_11,16,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,132,0,0,14,0,0,0,0,68,58,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,8,0,0,35,0,0,0,0,0,40,0,0,20,0,46,0,187,0,5,0,0,0,12,0,0,0,0,0,673,0,0,0,0,11,137,0,321,0,0,24,0,999,0,47,61,0,120,7,161,0,0,0,0,3,0
Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,Blautia_obeum_ATCC_29174_8,0,0,0,0,48,0,0,36,0,0,0,0,0,225,0,23,60,0,39,0,0,0,68,0,0,0,79,0,0,0,0,0,0,0,0,53,31,0,0,0,0,0,95,0,0,47,0,0,0,24,0,0,0,0,0,0,26,19,0,0,38,0,0,0,0,0,0,0,61,0,0,29,55,74,0,121,242,0,0,0,86,0,0,58,54,205,0,101,0,31,156,75,348,40,125,176,58,0,87,31,95,0,29
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_17,0,0,0,0,0,0,0,77,0,0,0,0,611,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,211,117,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,119,9,0,0,958,747,0,0,0,0,0,0,0,56,0,0,0,0,0,0,37,0,16,0,0,0,0,0,0,0,71,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_11,0,0,0,0,61,12,242,78,0,0,0,483,32,0,0,65,41,249,110,0,0,0,35,0,0,127,0,0,0,0,12,48,134,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,55,81,12,88,0,0,0,61,0,49,0,0,0,0,0,22,0,0,91,0,0,46,0,0,0,0,0,0,0,119,0,0,0,0,0,0,18,154,0,426,91,0,0,0,0,0,25,0,0,0,0,0,0,102
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_5,59,89,0,230,0,0,0,20,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,209,0,10,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,14,0,0,128,0,544,0,55,0,0,0,0,0,34,7,0,0,0,0,6,0,0,126,0,45,155,218,35,261,0,0,0,115,0,598,0,0,0,0,0,0,0,0,0,0,78
Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,Lachnospira_multipara_ATCC_19207_7,0,0,0,0,0,69,0,177,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,107,0,121,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,69,120,0,0,30,0,0,367,0,0,0,0,0,0,0,0,0,0,88,0,77,0,0,0,0,0,85,351,21,0,0,16,45,0,0,0,0,103,0,59,154,0,0,57,0,44,0,0,0,0,0,0,26,0,269,0,0,0,0
Streptococcus_equinus_ATCC_9812,Streptococcus equinus ATCC 9812,Streptococcus_equinus_ATCC_9812_0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,101,0,8,0,0,1049,0,0,0,0,15,0,0,0,14,0,31,0,0,0,0,0,6,0,0,0,0,5,0,0,24,9,0,0,0,0,0,38,0,0,8,0,0,20,0,0,12,0,0,0,0,17,0,70,4,0,0,19,5,0,8,0,205,0,0,2,0,0,549,8,163,0,0,0,0,0,162,0,360,50,60,30,0,0,21
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_18,25,7,0,0,5,0,0,0,0,292,0,398,0,0,0,54,0,165,0,26,0,6,0,0,0,0,67,33,0,0,22,0,0,0,45,0,0,0,0,0,0,0,135,0,36,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,49,0,21,37,27,0,0,0,0,7,216,0,44,24,92,0,62,0,0,20,0,0,0,36,236,0,40,0,0,0,533,0,93,29,39,0,0,120,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_12,0,0,146,96,0,0,198,0,0,24,451,189,96,0,170,0,0,33,0,215,0,0,0,60,0,0,0,48,0,0,0,55,149,0,0,0,44,234,0,0,0,24,0,0,0,0,0,41,0,0,13,0,32,0,55,0,30,0,0,0,0,7,0,72,0,0,0,39,0,0,0,0,0,0,102,0,0,27,0,0,0,0,0,0,0,0,0,0,400,0,0,0,26,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger_ATCC_29098,Desulfovibrio piger ATCC 29098,Desulfovibrio_piger_ATCC_29098_2,92,0,0,0,0,0,0,15,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,150,0,0,0,26,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553,0,0,0,0,216,0,0,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_18,49,35,0,0,0,0,0,66,0,0,0,22,0,42,0,97,0,16,11,0,0,59,0,0,0,0,0,0,24,0,0,0,0,14,0,41,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,0,0,18,0,0,0,0,15,120,0,120,7,46,0,0,0,0,0,17,0,0,77,0,57,0,80,126,32,0,31,34,95,71,329,111,131,0,153,0,102,76,0,101,60,97,57,98,0,60,50,165
Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,Blautia_obeum_ATCC_29174_9,0,224,0,0,86,0,146,0,0,0,0,0,0,0,0,77,118,0,0,71,0,0,0,0,0,0,0,0,277,0,0,0,81,0,0,0,0,0,56,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,33,0,164,0,56,0,55,0,0,0,0,59,0,0,0,57,91,0,200,0,237,181,0,0,0,168,0,0,180,137,0,0,0,58,0,83,0
Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,_hylemonae_DSM_15053_3,31,54,0,0,0,0,0,0,0,0,278,0,0,53,46,0,0,0,0,43,0,0,0,0,118,54,55,0,0,0,0,45,0,0,0,0,0,125,75,0,65,95,0,0,0,0,0,0,0,0,0,0,0,0,146,0,118,0,0,0,0,0,0,67,0,0,0,172,0,0,0,0,0,77,0,0,0,195,0,67,0,0,0,0,0,0,202,20,107,140,0,0,245,0,0,0,0,167,54,0,101,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_19,103,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,561,0,243,0,43,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,59,0,123,0,0,52,291,46,0,0,99,209,0,362,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,185,272,0,0,0,0
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_7,37,80,0,0,0,0,0,58,0,0,0,0,0,0,0,68,327,134,0,0,0,0,0,0,0,0,0,416,71,0,27,0,0,0,389,0,0,0,14,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,0,85,0,0,0,0,113,0,0,0,61,0,74,274,18,0,22,257,215,0,0,0,0,0,0,0,20,0,120,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_17,27,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,44,0,23,0,0,0,0,275,798,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,79,0,0,0,0,0,26,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1025,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_20,64,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,99,91,0,0,0,135,90,0,0,212,237,64,658,101,0,72,40,0,0,55,231,0,0,28,0,0,0,0,0,0,163,0,105,0,0,0,11
Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,Barnesiella_intestinihominis_YIT_11860_2,0,0,115,0,97,0,672,0,0,0,0,0,0,0,191,0,0,0,0,0,342,0,0,0,0,0,0,0,26,0,0,0,0,0,0,595,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,Amedibacillus_dolichus_DSM_3991_1,0,0,0,0,5,0,0,0,0,143,220,10,0,4,11,7,0,0,0,227,0,0,0,7,47,0,0,1063,0,75,0,0,57,0,0,0,6,5,6,39,28,0,43,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,63,0,0,0,22,50,0,0,10,0,54,0,0,0,4,21,0,23,0,27,0,49,0,0,0,0,2,0,0,0,33,46,19,185,0,28,0,102,0,0,17,25,31,0
Butyricimonas_virosa_DSM_23226,Butyricimonas virosa DSM 23226,Butyricimonas_virosa_DSM_23226_0,52,0,0,116,74,0,0,0,0,100,331,0,0,135,0,0,147,83,186,71,57,52,43,6,0,167,133,86,16,0,0,0,0,0,63,0,231,0,0,34,0,0,0,0,24,0,21,0,0,82,80,0,18,0,0,0,3,0,74,0,0,0,0,0,0,82,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,74,0,0,45,0,0,0,0,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_21,0,0,0,0,0,14,98,42,0,0,0,0,17,21,0,0,0,76,185,0,26,0,71,29,0,0,0,42,7,0,14,104,85,0,24,76,30,0,0,33,0,0,0,0,73,0,0,0,0,0,0,46,0,0,0,0,0,5,48,31,20,0,0,0,0,30,17,75,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,55,222,58,0,308,0,0,0,93,27,197,0,67,0,0,0,0,108,0
Geobacillus_vulcani_PSS1,Geobacillus vulcani PSS1,Geobacillus_vulcani_PSS1_0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,219,0,0,0,0,793,0,0,0,0,98,83,0,0,0,0,237,0,434,0,0,0,0,0,0,199,0,0,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_22,47,69,0,0,0,0,139,9,0,0,0,0,0,0,0,0,0,79,0,0,0,0,106,7,0,0,152,294,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,212,151,0,0,0,364,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_12,51,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,0,0,0,0,0,0,0,0,0,0,20,50,0,1286,193,0,0,0,130,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,55,36,60,0,0,23,0,0,0,56,77,0,54,222,0,0,0,110,0,0,0,62,0,0,57
Sutterella_parvirubra_YIT_11816,Sutterella parvirubra YIT 11816,Sutterella_parvirubra_YIT_11816_2,0,0,0,272,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,47,0,0,0,0,0,0,87,0,0,104,0,0,0,0,197,0,0,1290,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,_hylemonae_DSM_15053_4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,233,46,0,0,103,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,51,0,0,0,0,0,0,0,0,0,0,0,22,0,0,199,0,0,51,106,0,14,51,0,0,0,0,0,161,0,73,237,102,0,47,0,0,82,217,0,0,0,51,49,0,0,0,0,0,0,108,435,105,0,0,44,0,0
Marvinbryantia_formatexigens_I_52_DSM_14469,Marvinbryantia formatexigens,Marvinbryantia_formatexigens_3,0,96,0,0,0,0,0,38,0,0,0,0,0,0,0,0,27,50,0,0,0,0,0,0,0,48,40,0,26,0,0,45,0,417,158,20,0,0,0,0,0,0,0,0,20,6,0,0,34,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12,114,0,0,452,0,36,13,0,0,0,136,11,0,0,9,0,318,80,0,0,0,0,28,0,34,0,82,0,0,0,8,0,0,349,0,0,0,0
Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,_gnavus_ATCC_29149_6,0,0,94,0,0,0,13,0,0,0,469,61,0,0,21,0,0,83,26,0,6,0,0,0,0,51,0,1309,0,0,16,0,27,0,26,27,34,27,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,44,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,0,0,0,0,11,135,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_13,0,0,0,0,68,0,0,0,0,0,0,0,0,66,47,0,76,0,0,0,134,0,24,0,0,17,0,0,0,0,0,0,137,0,0,0,91,0,41,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,12,23,0,0,29,0,215,0,9,0,0,0,0,0,0,41,14,0,0,108,0,0,0,0,40,0,0,83,0,0,44,121,0,150,0,211,0,0,41,404,180,42,0,0,0,126,0
Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,Blautia_wexlerae_DSM_19850_3,0,0,0,0,11,0,47,23,0,406,0,0,0,0,0,100,0,44,0,58,0,0,0,0,0,0,0,0,0,0,338,393,95,0,0,25,23,0,0,0,0,0,28,0,0,0,0,16,0,106,0,0,0,0,0,32,92,0,10,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,13,0,13,15,0,176,0,0,0,239,0,44,0,0,16,0,0,123,0,13
Roseburia_intestinalis_L1_82,Roseburia intestinalis L1-82,Roseburia_intestinalis_L182_1,0,0,0,64,0,0,34,0,0,0,0,0,0,0,0,53,0,0,0,0,326,0,0,0,185,0,0,0,0,0,0,0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,0,0,58,0,0,73,0,0,0,0,0,16,0,0,0,0,16,0,15,0,181,0,0,0,20,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,136,0,0,12,0,0,0,0,0,10,314,180,24,0,72,156
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_13,53,0,0,0,77,0,0,89,0,0,0,0,35,0,78,75,155,187,0,0,69,0,91,0,238,0,210,33,79,0,0,12,94,91,0,54,71,55,60,0,0,0,0,0,0,0,0,0,0,7,0,51,0,15,27,0,0,0,0,0,0,0,0,0,0,36,0,0,32,0,0,0,112,0,0,33,62,0,0,19,0,0,0,0,0,0,0,38,0,0,0,45,0,0,0,0,21,0,114,0,0,0,24
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_8,43,34,0,0,26,0,0,44,0,0,0,11,34,0,0,70,32,26,0,0,104,0,38,0,35,0,0,0,34,0,110,0,0,52,100,106,156,49,44,0,144,0,0,0,0,0,0,0,0,45,0,30,16,0,42,0,0,40,0,0,0,17,0,0,0,0,45,0,31,0,20,76,0,84,0,48,0,66,0,0,0,47,90,0,0,0,52,66,0,36,0,17,0,37,94,36,0,51,100,0,0,0,31
